n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/address-families/address-family/activities/prefixes,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/prefix-activity/sent/current-prefixes,v_/ports#link-tr-ssm-b-1-y/metrics/network-outgoing-bytes,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/address-families/address-family/as-path/total-entries,v_/ports#link-intgw-exgw-a-3-x/metrics/network-outgoing-bytes-rate,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/address-families/address-family/prefixes/total-entries,v_/devices#RR-01/power_state,n_/devices/modules/Cisco-IOS-XE-interfaces-oper/interfaces/interface/diffserv-info/diffserv-target-classifier-stats/queuing-stats/drop-pkts,v_/ports#link-tr-intgw-a-3-x/metrics/network-incoming-bytes,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/prefix-activity/sent/explicit-withdraw,p_/computes0/metrics/compute-node/compute-node-cpu-idle-percent,v_/ports#TR-02/metrics/network-outgoing-packets,v_/ports#TR-01/metrics/network-outgoing-packets,v_/ports#link-intgw-exgw-b-1-x/metrics/network-outgoing-bytes-rate,v_/ports#link-tr-intgw-a-2-x/metrics/network-outgoing-bytes
1663761,7836,13787571843296.0,3114,775876.2874057880,7836,1,36871390,173007789.0,4,63.0,12221438.0,14705262.0,1249176.416523150,18242470951710.0
1663761,7836,13787851664648.0,3114,775876.2874057880,7836,1,36945963,173008641.0,4,64.0,12221511.0,14705350.0,1249176.416523150,18242642243088.0
1663761,7836,13788130469366.0,3114,0.0,7836,1,36992302,173009443.0,4,64.0,12221583.0,14705437.0,1242844.024301500,18242812384010.0
1663761,7836,13788408585890.0,3114,0.0,7836,1,37003557,173010241.0,4,64.0,12221658.0,14705527.0,1250834.4180210100,18242983656136.0
1663761,7836,13788690106654.0,3114,0.0,7836,1,37014705,173010925.0,4,64.0,12221730.0,14705614.0,1249369.9045241600,18243155098604.0
1663761,7836,13790664503792.0,4671,1133759.3122965500,7836,1,37081363,173016313.0,5,64.0,12222163.0,14706132.0,1252754.3001269700,18244203105642.0
1663761,7836,13791078704648.0,4671,649497.2158313340,7836,1,37081363,173017075.0,5,65.0,12222233.0,14706217.0,1245613.4099400700,18244538141972.0
1663761,7836,13791491280488.0,4671,652984.270658416,7836,1,37081363,173017759.0,5,65.0,12222303.0,14706304.0,1252562.8135734200,18244872924290.0
1663761,7836,13791904144582.0,4671,645370.8563962120,7836,1,37081363,173018557.0,5,65.0,12222380.0,14706395.0,1241951.8544644700,18245208042866.0
1663761,7836,13792317177982.0,4671,648382.3313801390,7836,1,37081363,173019241.0,5,65.0,12222452.0,14706482.0,1246395.0462552700,18245542896704.0
1663761,7836,13794428467252.0,4671,1217734.427802920,7836,1,37139984,173023883.0,6,64.0,12222892.0,14707013.0,1255537.9068226700,18246771619918.0
1663761,7836,13794608786156.0,4671,664082.7850726040,7836,1,37141732,173025086.0,6,64.0,12222965.0,14707099.0,1240122.1911663600,18246939108850.0
1663761,7836,13794777236132.0,4671,629007.0094340970,7836,1,37141732,173026029.0,6,65.0,12223037.0,14707184.0,1252027.2802634500,18247106833568.0
1663761,7836,13794944830600.0,4671,625102.8449840810,7836,1,37141732,173026954.0,6,65.0,12223114.0,14707276.0,1246648.5232101400,18247274548766.0
1663761,7836,13795115184830.0,4671,626503.8468787650,7836,1,37141732,173027765.0,6,65.0,12223184.0,14707362.0,1247577.5848465600,18247442347290.0
1663761,7836,13795281696510.0,4671,624031.8041221450,7836,1,37141732,173028654.0,6,64.0,12223257.0,14707450.0,1244369.8881388800,18247609998116.0
1663761,7836,13797171231680.0,4671,1205000.4712481000,7836,1,37211325,173033879.0,6,64.0,12223687.0,14707971.0,347477.1224486980,18248615564946.0
1663761,7836,13797449394440.0,4671,1217543.6780015300,7836,1,37223990,173034563.0,6,64.0,12223759.0,14708057.0,0.0,18248783674786.0
1663761,7836,13797726396166.0,4671,1209338.5984069700,7836,1,37236555,173035361.0,6,64.0,12223836.0,14708149.0,0.0,18248951420952.0
1663761,7836,13798002243572.0,4671,1214851.7446601900,7836,1,37249222,173036045.0,6,64.0,12223907.0,14708235.0,0.0,18249118629526.0
1663761,7836,13798279972032.0,4671,1205497.213048920,7836,1,37262015,173036839.0,6,64.0,12223978.0,14708320.0,0.0,18249286484184.0
1663761,7836,13800224461354.0,4671,1211606.6053135700,7836,1,37338178,173041799.0,6,63.0,12224424.0,14708855.0,1098076.4663027200,18250292764784.0
1663761,7836,13800502472520.0,4671,1203419.30976865,7836,1,37350863,173042597.0,6,62.0,12224494.0,14708944.0,1239081.4639679100,18250459818422.0
1663761,7836,13800782380650.0,4671,1213216.164746300,7836,1,37363544,173043281.0,6,64.0,12224571.0,14709035.0,1250663.4820992600,18250627842234.0
1663761,7836,13801061535786.0,4671,1211959.161655290,7836,1,37376281,173044079.0,6,64.0,12224642.0,14709121.0,1250356.426978460,18250795490566.0
1663761,7836,13801340974592.0,4671,1214369.1023650700,7836,1,37389037,173044763.0,6,64.0,12224712.0,14709206.0,1251673.3077277600,18250963571708.0
1663761,7836,13803287895510.0,4671,1210972.854912950,7836,1,37465074,173049349.0,6,63.0,12225159.0,14709744.0,1247195.2006465300,18251969772312.0
1663761,7836,13803565035580.0,4671,1207493.9414687500,7836,1,37477774,173050033.0,6,64.0,12225232.0,14709833.0,1242609.7865981,18252136898638.0
1663761,7836,13803845186666.0,4671,1218922.6633792600,7836,1,37490503,173050717.0,6,64.0,12225308.0,14709923.0,1256076.687923300,18252304961876.0
1663761,7836,13804121943076.0,4671,1207823.1222647500,7836,1,37503235,173051515.0,6,64.0,12225380.0,14710010.0,1157067.9155049900,18252472522000.0
1663761,7836,13804401036896.0,4671,1205913.7412587800,7836,1,37516010,173052277.0,6,64.0,12225450.0,14710097.0,1243156.5518643800,18252639928580.0
1663761,7836,13806366136996.0,4671,1206530.725838880,7836,1,37591921,173057439.0,6,64.0,12225894.0,14710626.0,1252571.4389342100,18253634978378.0
1663761,7836,13806786332518.0,4671,1248977.1576213700,7836,1,37641351,173058201.0,6,64.0,12225967.0,14710714.0,743173.3259540020,18253634980770.0
1663761,7836,13807198720768.0,4671,1250860.37448132,7836,1,37690758,173058885.0,6,65.0,12226038.0,14710801.0,744288.554701773,18253634981430.0
1663761,7836,13807611921288.0,4671,1242322.643399610,7836,1,37740319,173059683.0,6,65.0,12226114.0,14710891.0,739971.8833266130,18253634982090.0
1663761,7836,13808026491702.0,4671,1247277.4448724100,7836,1,37789591,173060477.0,6,65.0,12226187.0,14710977.0,740823.1039605880,18253634982860.0
1663761,7836,13810338359492.0,4671,1238831.117355200,7836,1,37964814,173066492.0,6,64.0,12226687.0,14711583.0,796815.4718658730,18254552539417.0
1663761,7836,13810505956554.0,4671,1245451.104439170,7836,1,38015118,173067303.0,6,65.0,12226759.0,14711669.0,725555.0367117330,18254718211540.0
1663761,7836,13810669994444.0,4671,1248254.7014768000,7836,1,38065233,173068114.0,6,65.0,12226835.0,14711760.0,726219.2048707970,18254883644071.0
1663761,7836,13810836671430.0,4671,1245417.605694080,7836,1,38115275,173069263.0,6,64.0,12226905.0,14711846.0,723830.8310588900,18255048960030.0
1663761,7836,13811002729970.0,4671,1250878.5569906200,7836,1,38165382,173070074.0,6,64.0,12226975.0,14711932.0,727636.796217258,18255215242571.0
1663761,7836,13812907990012.0,4671,1210993.9091863800,7836,1,38264601,173074535.0,6,63.0,12227420.0,14712469.0,1239633.5179595200,18256208827490.0
1663761,7836,13813242634922.0,4671,1228043.7066874400,7836,1,38276979,173074535.0,6,63.0,12227491.0,14712556.0,1239633.5179595200,18256374748614.0
1663761,7836,13813577205926.0,4671,1211730.0927688400,7836,1,38289282,173074535.0,6,64.0,12227567.0,14712646.0,1241005.1965709200,18256540626826.0
1663761,7836,13813912175424.0,4671,1222227.106052330,7836,1,38301685,173074535.0,6,64.0,12227638.0,14712732.0,1252355.7658509400,18256706681564.0
1663761,7836,13814245638152.0,4671,1211429.8686028700,7836,1,38314107,173074535.0,6,64.0,12227709.0,14712820.0,1252355.7658509400,18256871999650.0
1663761,7836,13816251312674.0,4671,1220573.9213916900,7836,1,38388616,173080558.0,6,63.0,12228140.0,14713343.0,1249881.8447336600,18257866279084.0
1663761,7836,13816585367328.0,4671,1215647.4143703600,7836,1,38401081,173081688.0,6,63.0,12228211.0,14713428.0,1246996.663656350,18258031868087.0
1663761,7836,13816919833794.0,4671,1211287.5744281600,7836,1,38413546,173082704.0,6,63.0,12228290.0,14713519.0,1242986.9281732500,18258197678628.0
1663761,7836,13817253361010.0,4671,1216381.0248543600,7836,1,38425977,173083720.0,6,64.0,12228360.0,14713605.0,1247334.8738671900,18258363002797.0
1663761,7836,13817587689546.0,4671,1215469.0363065900,7836,1,38438422,173084772.0,6,64.0,12228433.0,14713690.0,1248047.9322514500,18258528782314.0
1663761,7836,13819624878850.0,4671,1074396.096591680,7836,1,38510762,173090077.0,6,64.0,12228878.0,14714418.0,1243048.7471422300,18259564334905.0
1663761,7836,13820037758224.0,4671,642160.9372605650,7836,1,38510762,173090895.0,6,65.0,12228948.0,14714504.0,1243270.2473609400,18259898952885.0
1663761,7836,13820449938842.0,4671,645714.5093590620,7836,1,38510762,173091811.0,6,65.0,12229023.0,14714594.0,1253314.707840920,18260233452727.0
1663761,7836,13820862153692.0,4671,639671.1126179590,7836,1,38510762,173092495.0,6,65.0,12229093.0,14714679.0,1238472.168453550,18260568706987.0
1663761,7836,13821276649564.0,4671,644769.7628229930,7836,1,38510762,173093179.0,6,65.0,12229165.0,14714765.0,1249876.0670140200,18260904576319.0
1663761,7836,13823374716126.0,4671,1221564.677811770,7836,1,38568034,173097989.0,6,63.0,12229615.0,14715696.0,1231669.513735150,18262103857381.0
1663761,7836,13823797076878.0,4671,1238702.8768747300,7836,1,38615915,173098885.0,6,65.0,12229685.0,14715782.0,742863.6631037020,18262103857381.0
1663761,7836,13824212181836.0,4671,1252245.508682570,7836,1,38664935,173099683.0,6,65.0,12229762.0,14715873.0,751670.9118505650,18262103857381.0
1663761,7836,13824625786414.0,4671,1248905.328781660,7836,1,38709830,173100445.0,6,64.0,12229832.0,14715960.0,748986.2294278890,18262103857381.0
1663761,7836,13825038330140.0,4671,1240740.664581720,7836,1,38755546,173101129.0,6,65.0,12229904.0,14716045.0,745436.8808569090,18262103857381.0
1663761,7836,13827484604884.0,4671,1215675.043228260,7836,1,38891836,173108135.0,6,64.0,12230418.0,14717042.0,1250601.9340280500,18263053877335.0
1663761,7836,13827819275598.0,4671,1214476.2822014600,7836,1,38904157,173108975.0,6,63.0,12230489.0,14717127.0,1248856.150618880,18263221747379.0
1663761,7836,13828152160846.0,4671,1209059.8503968500,7836,1,38916407,173109635.0,6,64.0,12230565.0,14717219.0,1248856.150618880,18263388773711.0
1663761,7836,13828487723946.0,4671,1218332.3193247200,7836,1,38928749,173110295.0,6,64.0,12230636.0,14717306.0,1253683.6368200600,18263557145587.0
1663761,7836,13828820594010.0,4671,1209809.1516865700,7836,1,38941036,173111065.0,6,64.0,12230706.0,14717391.0,1243553.2599727300,18263724108519.0
1663761,7835,13830887725278.0,4671,852045.1139682930,7835,1,39008042,173117335.0,7,64.0,12231138.0,14718296.0,932326.8588958360,18264626035697.0
1663761,7835,13831301644976.0,4671,643972.0437103930,7835,1,39008042,173118260.0,7,67.0,12231216.0,14718390.0,749427.4146334510,18264626036622.0
1663761,7835,13831714973116.0,4671,642456.6960421510,7835,1,39008042,173119071.0,7,67.0,12231287.0,14718475.0,746304.6336089630,18264626037433.0
1663761,7835,13832130113378.0,4671,646117.1451088490,7835,1,39008042,173119936.0,7,67.0,12231357.0,14718561.0,751581.4216396860,18264626038298.0
1663761,7835,13832543398956.0,4671,643301.449655354,7835,1,39008042,173120861.0,7,67.0,12231428.0,14718648.0,747394.0774684530,18264626039109.0
1663762,7836,13834609480766.0,4671,1215344.6101609200,7836,1,39073424,173126618.0,7,64.0,12231872.0,14719560.0,1249478.250291920,18265526203346.0
1663762,7836,13834944615838.0,4671,1219573.1168743000,7836,1,39085664,173127749.0,7,63.0,12231944.0,14719647.0,1252861.5973180600,18265694339411.0
1663762,7836,13835277948356.0,4671,1210320.5085911000,7836,1,39098026,173128560.0,7,63.0,12232020.0,14719736.0,1243673.1800671000,18265861601776.0
1663762,7836,13835612922610.0,4671,1216790.06047572,7836,1,39110276,173129469.0,7,63.0,12232091.0,14719821.0,1249937.1902755400,18266029657977.0
1663762,7836,13835946470670.0,4671,1212468.3802213800,7836,1,39122636,173130394.0,7,64.0,12232164.0,14719910.0,1246193.786325740,18266196950028.0
1663762,7836,13837917369094.0,4671,1092034.6151379700,7836,1,39194584,173136423.0,7,63.0,12232793.0,14720628.0,1243575.3700821500,18267203365781.0
1663762,7836,13838087073354.0,4671,623351.4490245440,7836,1,39194584,173137631.0,7,64.0,12232863.0,14720714.0,1243449.4965099300,18267370946622.0
1663762,7836,13838253046892.0,4671,628636.3049065890,7836,1,39194584,173138679.0,7,64.0,12232938.0,14720805.0,1252963.3010375300,18267538754919.0
1663762,7836,13838422377472.0,4671,623875.0526611590,7836,1,39194584,173139617.0,7,64.0,12233009.0,14720892.0,1252963.3010375300,18267705721554.0
1663762,7836,13838590667044.0,4671,627140.8959943500,7836,1,39194584,173140820.0,7,65.0,12233079.0,14720977.0,1249356.3073495100,18267874029287.0
1663762,7836,13840370298760.0,4671,1209295.6745343900,7836,1,39250878,173147099.0,7,63.0,12233916.0,14721495.0,1249163.8042496100,18268880233583.0
1663762,7836,13840534289218.0,4671,1244241.4031395000,7836,1,39298726,173147988.0,7,64.0,12233988.0,14721582.0,727891.6263801320,18269047674826.0
1663762,7836,13840702070690.0,4671,1246172.1740795000,7836,1,39348826,173148872.0,7,65.0,12234063.0,14721674.0,727930.6731517450,18269215210118.0
1663762,7836,13840866560206.0,4671,1249200.160667760,7836,1,39398765,173149683.0,7,65.0,12234134.0,14721760.0,728279.7578625480,18269383131545.0
1663762,7836,13841032178970.0,4671,1246807.6723149100,7836,1,39448660,173150608.0,7,64.0,12234205.0,14721846.0,727346.5914185870,18269550166238.0
1663762,7836,13843135490732.0,4671,1208491.618262130,7836,1,39592816,173157735.0,7,64.0,12235116.0,14722466.0,1246943.062081330,18270724303204.0
1663762,7836,13843469805290.0,4671,1212893.3782027000,7836,1,39605584,173158746.0,7,64.0,12235191.0,14722556.0,1252060.5400552400,18270892043466.0
1663762,7836,13843804701810.0,4671,1205111.9856885900,7836,1,39618376,173159930.0,7,63.0,12235265.0,14722643.0,1242601.749850940,18271060078399.0
1663762,7836,13844137957546.0,4671,1204302.1530114400,7836,1,39631269,173160868.0,7,63.0,12235336.0,14722732.0,1243477.941894460,18271227214298.0
1663762,7836,13844472485472.0,4671,1208821.1065483500,7836,1,39644049,173161806.0,7,64.0,12235407.0,14722817.0,1246349.9296371200,18271395071357.0
1663762,7835,13846279535190.0,4671,862531.9038426100,7835,1,39713860,173167406.0,8,63.0,12236230.0,14723350.0,938059.6719206560,18272401049898.0
1663762,7835,13846279535190.0,4671,626635.6348538880,7835,1,39713860,173168090.0,8,65.0,12236306.0,14723439.0,938059.6719206560,18272568808008.0
1663762,7835,13846279535190.0,4671,625206.7059184210,7835,1,39713860,173168888.0,8,66.0,12236376.0,14723525.0,727818.0916598340,18272736427732.0
1663762,7835,13846279535190.0,4671,630419.9020896630,7835,1,39713860,173169642.0,8,66.0,12236447.0,14723611.0,732841.6597272960,18272903793560.0
1663762,7835,13846279535190.0,4671,624304.816360986,7835,1,39713860,173170424.0,8,66.0,12236517.0,14723697.0,725867.1097996580,18273071782972.0
1663763,7836,13848047548876.0,4671,1206256.1924061400,7836,1,39782134,173175582.0,8,64.0,12237337.0,14724215.0,1243878.8456312300,18274077537202.0
1663763,7836,13848382764092.0,4671,1215212.9279582000,7836,1,39794827,173176344.0,8,63.0,12237414.0,14724308.0,1252722.673975220,18274245721062.0
1663763,7836,13848717585698.0,4671,1212203.575991660,7836,1,39807683,173177142.0,8,64.0,12237484.0,14724394.0,1251550.6219885400,18274413731762.0
1663763,7836,13849050662076.0,4671,1202317.920756690,7836,1,39820445,173177826.0,8,64.0,12237556.0,14724480.0,1240085.2775676800,18274580788862.0
1663763,7836,13849384421610.0,4671,1213356.9016862400,7836,1,39833176,173178510.0,8,63.0,12237626.0,14724567.0,1249527.306040500,18274748250050.0
1668727,7836,14399769912270.0,4671,1209742.0032306800,7836,1,61949170,175315825.0,4,63.0,12363230.0,14875354.0,1248876.3799439700,18564509594487.0
1668727,7836,14400201117308.0,3114,1212421.305521440,7836,1,61949170,175316967.0,4,64.0,12363269.0,14875400.0,1249033.2659709400,18564766388344.0
1668727,7836,14400478501062.0,3114,1231670.6578768700,7836,1,61949170,175317729.0,4,64.0,12363390.0,14875543.0,1251430.8806835100,18564938245628.0
1668727,7836,14400754610736.0,3114,1243742.0290845700,7836,1,61949170,175318155.0,4,64.0,12363462.0,14875630.0,1244711.0187258000,18565109951646.0
1668727,7836,14401030731854.0,3114,1247109.5407440600,7836,1,61949170,175319379.0,4,64.0,12363535.0,14875714.0,1247803.9778416900,18565281302444.0
1668727,7836,14402964278866.0,4671,1203479.377826080,7836,1,62005586,175323597.0,4,63.0,12363926.0,14876193.5,1241921.6085387900,18566308939512.0
1668727,7836,14403103599768.0,3114,1203633.712036400,7836,1,62078993,175324395.0,4,64.0,12364032.0,14876322.0,1241798.634188050,18566394956958.0
1668727,7836,14403519443616.0,3114,1208016.7760974900,7836,1,62152439,175325157.0,4,64.0,12364108.0,14876413.0,1246098.183268050,18566651922290.0
1668727,7836,14403797520660.0,3114,1209172.6580583200,7836,1,62226057,175325975.0,4,64.0,12364178.0,14876497.0,1248585.3023253000,18566823975160.0
1668727,7836,14403935666110.0,3114,1210931.1685532600,7836,1,62299460,175326374.0,4,64.0,12364214.0,14876540.5,1250308.8762652200,18566909391299.0
1668727,7836,14406010501848.0,4671,1211099.0187528900,7836,1,62360821,175331183.0,4,63.0,12364681.0,14877108.0,1252388.3721867900,18568023460470.0
1668727,7836,14406289133554.0,3114,64536.22435731410,7836,1,62428283,175331525.0,4,64.0,12364718.0,14877154.0,1238935.8691884800,18568194306938.0
1668727,7836,14406567110642.0,3114,0.0,7836,1,62475458,175332551.0,4,64.0,12364840.0,14877295.0,1248225.190421780,18568365706494.0
1668727,7836,14406705009791.0,3114,0.0,7836,1,62485068,175333235.0,4,64.0,12364910.0,14877379.0,1250758.2270993400,18568451397389.0
1668727,7836,14407122327228.0,3114,0.0,7836,1,62494730,175333577.0,4,64.0,12364983.0,14877463.0,1245571.2377330500,18568708785840.0
1668727,7836,14407260678758.0,3114,0.0,7836,1,62550969,175334827.0,4,63.0,12365019.0,14877506.0,1249283.9320725500,18568794665069.0
1668727,7836,14409240215532.0,4671,1002091.7001886700,7836,1,62636078,175340163.0,5,63.0,12365491.0,14878070.0,1246673.1155842600,18569880977574.0
1668727,7836,14409855262744.0,4671,633072.9098298320,7836,1,62636078,175340847.0,5,64.0,12365528.5,14878115.0,1252802.8560543600,18570360606784.0
1668727,7836,14410267982216.0,4671,624510.3549283160,7836,1,62636078,175341273.0,5,65.0,12365636.0,14878247.0,1237781.0169610700,18570695235538.0
1668727,7836,14410681604848.0,4671,624510.3549283160,7836,1,62636078,175342615.0,5,65.0,12365706.0,14878334.0,1237781.0169610700,18571031219420.0
1668727,7836,14410887922862.0,4671,631230.6136686960,7836,1,62636078,175343377.0,5,65.0,12365777.0,14878419.0,1250068.882587210,18571198480059.0
1668727,7836,14413066875492.0,4671,918235.0476562910,7836,1,62689573,175347692.0,6,63.0,12366210.0,14878946.0,1240654.8634913900,18572514384408.0
1668727,7836,14413149769034.0,4671,918235.0476562910,7836,1,62689573,175349198.0,6,64.0,12366298.0,14879044.0,1246907.2064640800,18572599477561.0
1668727,7836,14413397868486.0,4671,628888.8590003530,7836,1,62689573,175350196.0,6,64.0,12366334.5,14879088.0,1235353.2926658400,18572855064350.0
1668727,7836,14413481666176.0,4671,634467.2204972400,7836,1,62689573,175351007.0,6,64.0,12366443.0,14879217.0,1246639.8137395300,18572940669421.0
1668727,7836,14413730622392.0,4671,634467.2204972400,7836,1,62689573,175351451.5,6,64.0,12366515.0,14879302.0,1246639.8137395300,18573196871942.0
1668727,7836,14415566959784.0,4671,1216099.342414860,7836,1,62750316,175357079.0,6,63.0,12366945.0,14879834.0,1247675.0914493700,18574221311646.0
1668727,7836,14415843187930.0,4671,1213740.0631700600,7836,1,62762092,175357763.0,6,64.0,12367020.0,14879934.0,0.0,18574391489516.0
1668727,7836,14415981810916.0,4671,1217789.3000097200,7836,1,62774002,175358162.0,6,64.0,12367055.5,14879976.5,0.0,18574477156514.0
1668727,7836,14416397493010.0,4671,1213984.184902490,7836,1,62785873,175359245.0,6,64.0,12367161.0,14880106.0,0.0,18574733436348.0
1668727,7836,14416536005657.0,4671,1217998.97704288,7836,1,62797610,175360039.0,6,64.0,12367233.0,14880193.0,0.0,18574818889437.0
1668727,7836,14418607745786.0,4671,1214926.8698549300,7836,1,62868606,175364693.0,6,63.0,12367632.0,14880666.5,1246961.333610800,18575928492150.0
1668727,7836,14418884090402.0,4671,1214926.8698549300,7836,1,62880373,175365523.0,6,64.0,12367755.0,14880811.0,1246961.333610800,18576099238636.0
1668727,7836,14419160332458.0,4671,1217056.7369925900,7836,1,62892177,175366489.0,6,64.0,12367826.0,14880898.0,1247112.7598667900,18576269890988.0
1668727,7836,14419436274524.0,4671,1213541.2915436800,7836,1,62903919,175367173.0,6,64.0,12367898.0,14880983.0,1244234.3699312900,18576440354824.0
1668727,7836,14419712465974.0,4671,1213541.2915436800,7836,1,62915617,175367515.0,6,64.0,12367968.0,14881069.0,1244234.3699312900,18576610971350.0
1668727,7836,14421925352700.0,4671,1212888.827640670,7836,1,62998499,175373375.0,6,64.0,12368477.0,14881680.0,1251256.5183781200,18577805941492.0
1668727,7836,14422203950470.0,4671,1221036.9243876500,7836,1,63010260,175374059.0,6,64.0,12368548.0,14881765.0,1242293.48250693,18577977076424.0
1668727,7836,14422479895200.0,4671,1214444.9223810200,7836,1,63021944,175374743.0,6,64.0,12368619.0,14881851.0,1251549.9506974900,18578148005140.0
1668727,7836,14422757399596.0,4671,1211823.509301410,7836,1,63033799,175375505.0,6,64.0,12368692.0,14881939.0,1243534.3011986000,18578318158088.0
1668727,7836,14423034017498.0,4671,1216122.5157626200,7836,1,63045615,175375904.0,6,64.0,12368764.0,14882024.0,1248892.1063778600,18578489022436.0
1668727,7836,14424875068268.0,4671,1229177.8205831200,7836,1,63139496,175381191.0,6,63.0,12369212.0,14882559.0,1091177.7009318800,18579374094487.0
1668727,7836,14425487252406.0,4671,1242047.888781420,7836,1,63188410,175382067.0,6,64.0,12369282.0,14882645.0,745313.2058589910,18579405339668.0
1668727,7836,14425693773994.0,4671,1246017.4941051600,7836,1,63237471,175382751.0,6,64.0,12369354.0,14882730.0,747592.0247788400,18579405339998.0
1668727,7836,14426314575430.0,4671,1246479.7634017300,7836,1,63286445,175383545.0,6,64.0,12369427.0,14882816.0,747592.0247788400,18579405341098.0
1668727,7836,14426727588080.0,4671,1242802.502860380,7836,1,63335552,175384343.0,6,65.0,12369462.5,14882859.0,745985.6505269580,18579405341758.0
1668727,7836,14428715410202.0,4671,1227267.4999156700,7836,1,63446765,175389096.0,6,63.0,12369894.0,14883382.0,1250200.304928910,18580293389387.0
1668727,7836,14428882561102.0,4671,1245888.7199061700,7836,1,63495227,175390395.0,6,64.0,12370003.0,14883512.0,759180.1034259210,18580465017128.0
1668727,7836,14429045978590.0,4671,1240352.412989330,7836,1,63543513,175390800.5,6,64.0,12370074.0,14883599.0,755205.141471434,18580635720683.0
1668727,7836,14429130085638.0,4671,1248206.335767640,7836,1,63591975,175392017.0,6,65.0,12370109.0,14883641.5,760442.0132378830,18580721377669.5
1668727,7836,14429378436588.0,4671,1248206.335767640,7836,1,63640379,175392974.0,6,64.0,12370214.0,14883771.0,758001.664084945,18580977507109.0
1668727,7836,14431032073675.0,4671,1205708.7283120300,7836,1,63746709,175398007.0,6,63.0,12370659.0,14884306.0,1247052.639558380,18581918433232.0
1668727,7836,14431531135582.0,4671,1208275.5942499100,7836,1,63757910,175398007.0,6,63.0,12370696.0,14884349.5,1247052.639558380,18582175376730.0
1668727,7836,14431862341710.0,4671,1196535.699577590,7836,1,63769162,175398007.0,6,63.0,12370804.0,14884479.0,1239949.831345360,18582345931272.0
1668727,7836,14432195208266.0,4671,1207959.893024300,7836,1,63780269,175398007.0,6,63.0,12370875.0,14884565.0,1248646.0414134800,18582517313058.0
1668727,7836,14432526620962.0,4671,1201903.6753935400,7836,1,63791307,175398007.0,6,64.0,12370946.0,14884650.0,1243735.978449920,18582687942582.0
1668727,7836,14434519381224.0,4671,1210394.431722160,7836,1,63857991,175403061.5,6,63.0,12371378.0,14885192.0,1251524.1580563500,18583713955276.0
