n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/address-families/address-family/activities/prefixes,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/prefix-activity/sent/current-prefixes,v_/ports#link-tr-ssm-b-1-y/metrics/network-outgoing-bytes,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/address-families/address-family/as-path/total-entries,v_/ports#link-intgw-exgw-a-3-x/metrics/network-outgoing-bytes-rate,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/address-families/address-family/prefixes/total-entries,v_/devices#RR-01/power_state,n_/devices/modules/Cisco-IOS-XE-interfaces-oper/interfaces/interface/diffserv-info/diffserv-target-classifier-stats/queuing-stats/drop-pkts,v_/ports#link-tr-intgw-a-3-x/metrics/network-incoming-bytes,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/prefix-activity/sent/explicit-withdraw
1663761,7836,13792317177982.0,4671,648382.3313801390,7836,1,37081363,173019241.0,5
1663761,7836,13794428467252.0,4671,1217734.427802920,7836,1,37139984,173023883.0,6
1663761,7836,13794608786156.0,4671,664082.7850726040,7836,1,37141732,173025086.0,6
1663761,7836,13794777236132.0,4671,629007.0094340970,7836,1,37141732,173026029.0,6
1663761,7836,13794944830600.0,4671,625102.8449840810,7836,1,37141732,173026954.0,6
1663761,7836,13795115184830.0,4671,626503.8468787650,7836,1,37141732,173027765.0,6
1663761,7836,13795281696510.0,4671,624031.8041221450,7836,1,37141732,173028654.0,6
1663761,7836,13797171231680.0,4671,1205000.4712481000,7836,1,37211325,173033879.0,6
1663761,7836,13797449394440.0,4671,1217543.6780015300,7836,1,37223990,173034563.0,6
1663761,7836,13797726396166.0,4671,1209338.5984069700,7836,1,37236555,173035361.0,6
1663761,7836,13798002243572.0,4671,1214851.7446601900,7836,1,37249222,173036045.0,6
1663761,7836,13798279972032.0,4671,1205497.213048920,7836,1,37262015,173036839.0,6
1663761,7836,13800224461354.0,4671,1211606.6053135700,7836,1,37338178,173041799.0,6
1663761,7836,13800502472520.0,4671,1203419.30976865,7836,1,37350863,173042597.0,6
1663761,7836,13800782380650.0,4671,1213216.164746300,7836,1,37363544,173043281.0,6
1663761,7836,13801061535786.0,4671,1211959.161655290,7836,1,37376281,173044079.0,6
1663761,7836,13801340974592.0,4671,1214369.1023650700,7836,1,37389037,173044763.0,6
1663761,7836,13803287895510.0,4671,1210972.854912950,7836,1,37465074,173049349.0,6
1663761,7836,13803565035580.0,4671,1207493.9414687500,7836,1,37477774,173050033.0,6
1663761,7836,13803845186666.0,4671,1218922.6633792600,7836,1,37490503,173050717.0,6
1663761,7836,13804121943076.0,4671,1207823.1222647500,7836,1,37503235,173051515.0,6
1663761,7836,13804401036896.0,4671,1205913.7412587800,7836,1,37516010,173052277.0,6
1663761,7836,13806366136996.0,4671,1206530.725838880,7836,1,37591921,173057439.0,6
1663761,7836,13806786332518.0,4671,1248977.1576213700,7836,1,37641351,173058201.0,6
1663761,7836,13807198720768.0,4671,1250860.37448132,7836,1,37690758,173058885.0,6
1663761,7836,13807611921288.0,4671,1242322.643399610,7836,1,37740319,173059683.0,6
1663761,7836,13808026491702.0,4671,1247277.4448724100,7836,1,37789591,173060477.0,6
1663761,7836,13810338359492.0,4671,1238831.117355200,7836,1,37964814,173066492.0,6
1663761,7836,13810505956554.0,4671,1245451.104439170,7836,1,38015118,173067303.0,6
1663761,7836,13810669994444.0,4671,1248254.7014768000,7836,1,38065233,173068114.0,6
1663761,7836,13810836671430.0,4671,1245417.605694080,7836,1,38115275,173069263.0,6
1663761,7836,13811002729970.0,4671,1250878.5569906200,7836,1,38165382,173070074.0,6
1663761,7836,13812907990012.0,4671,1210993.9091863800,7836,1,38264601,173074535.0,6
1663761,7836,13813242634922.0,4671,1228043.7066874400,7836,1,38276979,173074535.0,6
1663761,7836,13813577205926.0,4671,1211730.0927688400,7836,1,38289282,173074535.0,6
1663761,7836,13813912175424.0,4671,1222227.106052330,7836,1,38301685,173074535.0,6
1663761,7836,13814245638152.0,4671,1211429.8686028700,7836,1,38314107,173074535.0,6
1663761,7836,13816251312674.0,4671,1220573.9213916900,7836,1,38388616,173080558.0,6
1663761,7836,13816585367328.0,4671,1215647.4143703600,7836,1,38401081,173081688.0,6
1663761,7836,13816919833794.0,4671,1211287.5744281600,7836,1,38413546,173082704.0,6
1663761,7836,13817253361010.0,4671,1216381.0248543600,7836,1,38425977,173083720.0,6
1663761,7836,13817587689546.0,4671,1215469.0363065900,7836,1,38438422,173084772.0,6
1663761,7836,13819624878850.0,4671,1074396.096591680,7836,1,38510762,173090077.0,6
1663761,7836,13820037758224.0,4671,642160.9372605650,7836,1,38510762,173090895.0,6
1663761,7836,13820449938842.0,4671,645714.5093590620,7836,1,38510762,173091811.0,6
1663761,7836,13820862153692.0,4671,639671.1126179590,7836,1,38510762,173092495.0,6
1663761,7836,13821276649564.0,4671,644769.7628229930,7836,1,38510762,173093179.0,6
1663761,7836,13823374716126.0,4671,1221564.677811770,7836,1,38568034,173097989.0,6
1663761,7836,13823797076878.0,4671,1238702.8768747300,7836,1,38615915,173098885.0,6
1663761,7836,13824212181836.0,4671,1252245.508682570,7836,1,38664935,173099683.0,6
1663761,7836,13824625786414.0,4671,1248905.328781660,7836,1,38709830,173100445.0,6
1663761,7836,13825038330140.0,4671,1240740.664581720,7836,1,38755546,173101129.0,6
1663761,7836,13827484604884.0,4671,1215675.043228260,7836,1,38891836,173108135.0,6
1663761,7836,13827819275598.0,4671,1214476.2822014600,7836,1,38904157,173108975.0,6
1663761,7836,13828152160846.0,4671,1209059.8503968500,7836,1,38916407,173109635.0,6
1663761,7836,13828487723946.0,4671,1218332.3193247200,7836,1,38928749,173110295.0,6
1663761,7836,13828820594010.0,4671,1209809.1516865700,7836,1,38941036,173111065.0,6
1663761,7835,13830887725278.0,4671,852045.1139682930,7835,1,39008042,173117335.0,7
1663761,7835,13831301644976.0,4671,643972.0437103930,7835,1,39008042,173118260.0,7
1663761,7835,13831714973116.0,4671,642456.6960421510,7835,1,39008042,173119071.0,7
1663761,7835,13832130113378.0,4671,646117.1451088490,7835,1,39008042,173119936.0,7
1663761,7835,13832543398956.0,4671,643301.449655354,7835,1,39008042,173120861.0,7
1663762,7836,13834609480766.0,4671,1215344.6101609200,7836,1,39073424,173126618.0,7
1663762,7836,13834944615838.0,4671,1219573.1168743000,7836,1,39085664,173127749.0,7
1663762,7836,13835277948356.0,4671,1210320.5085911000,7836,1,39098026,173128560.0,7
1663762,7836,13835612922610.0,4671,1216790.06047572,7836,1,39110276,173129469.0,7
1663762,7836,13835946470670.0,4671,1212468.3802213800,7836,1,39122636,173130394.0,7
1663762,7836,13837917369094.0,4671,1092034.6151379700,7836,1,39194584,173136423.0,7
1663762,7836,13838087073354.0,4671,623351.4490245440,7836,1,39194584,173137631.0,7
1663762,7836,13838253046892.0,4671,628636.3049065890,7836,1,39194584,173138679.0,7
1663762,7836,13838422377472.0,4671,623875.0526611590,7836,1,39194584,173139617.0,7
1663762,7836,13838590667044.0,4671,627140.8959943500,7836,1,39194584,173140820.0,7
1663762,7836,13840370298760.0,4671,1209295.6745343900,7836,1,39250878,173147099.0,7
1663762,7836,13840534289218.0,4671,1244241.4031395000,7836,1,39298726,173147988.0,7
1663762,7836,13840702070690.0,4671,1246172.1740795000,7836,1,39348826,173148872.0,7
1663762,7836,13840866560206.0,4671,1249200.160667760,7836,1,39398765,173149683.0,7
1663762,7836,13841032178970.0,4671,1246807.6723149100,7836,1,39448660,173150608.0,7
1663762,7836,13843135490732.0,4671,1208491.618262130,7836,1,39592816,173157735.0,7
1663762,7836,13843469805290.0,4671,1212893.3782027000,7836,1,39605584,173158746.0,7
1663762,7836,13843804701810.0,4671,1205111.9856885900,7836,1,39618376,173159930.0,7
1663762,7836,13844137957546.0,4671,1204302.1530114400,7836,1,39631269,173160868.0,7
1663762,7836,13844472485472.0,4671,1208821.1065483500,7836,1,39644049,173161806.0,7
1663762,7835,13846279535190.0,4671,862531.9038426100,7835,1,39713860,173167406.0,8
1663762,7835,13846279535190.0,4671,626635.6348538880,7835,1,39713860,173168090.0,8
1663762,7835,13846279535190.0,4671,625206.7059184210,7835,1,39713860,173168888.0,8
1663762,7835,13846279535190.0,4671,630419.9020896630,7835,1,39713860,173169642.0,8
1663762,7835,13846279535190.0,4671,624304.816360986,7835,1,39713860,173170424.0,8
1663763,7836,13848047548876.0,4671,1206256.1924061400,7836,1,39782134,173175582.0,8
1663763,7836,13848382764092.0,4671,1215212.9279582000,7836,1,39794827,173176344.0,8
1663763,7836,13848717585698.0,4671,1212203.575991660,7836,1,39807683,173177142.0,8
1663763,7836,13849050662076.0,4671,1202317.920756690,7836,1,39820445,173177826.0,8
1663763,7836,13849384421610.0,4671,1213356.9016862400,7836,1,39833176,173178510.0,8
1668727,7836,14399769912270.0,4671,1209742.0032306800,7836,1,61949170,175315825.0,4
1668727,7836,14400201117308.0,3114,1212421.305521440,7836,1,61949170,175316967.0,4
1668727,7836,14400478501062.0,3114,1231670.6578768700,7836,1,61949170,175317729.0,4
1668727,7836,14400754610736.0,3114,1243742.0290845700,7836,1,61949170,175318155.0,4
1668727,7836,14401030731854.0,3114,1247109.5407440600,7836,1,61949170,175319379.0,4
1668727,7836,14402964278866.0,4671,1203479.377826080,7836,1,62005586,175323597.0,4
1668727,7836,14403103599768.0,3114,1203633.712036400,7836,1,62078993,175324395.0,4
1668727,7836,14403519443616.0,3114,1208016.7760974900,7836,1,62152439,175325157.0,4
1668727,7836,14403797520660.0,3114,1209172.6580583200,7836,1,62226057,175325975.0,4
1668727,7836,14403935666110.0,3114,1210931.1685532600,7836,1,62299460,175326374.0,4
1668727,7836,14406010501848.0,4671,1211099.0187528900,7836,1,62360821,175331183.0,4
1668727,7836,14406289133554.0,3114,64536.22435731410,7836,1,62428283,175331525.0,4
1668727,7836,14406567110642.0,3114,0.0,7836,1,62475458,175332551.0,4
1668727,7836,14406705009791.0,3114,0.0,7836,1,62485068,175333235.0,4
1668727,7836,14407122327228.0,3114,0.0,7836,1,62494730,175333577.0,4
1668727,7836,14407260678758.0,3114,0.0,7836,1,62550969,175334827.0,4
1668727,7836,14409240215532.0,4671,1002091.7001886700,7836,1,62636078,175340163.0,5
1668727,7836,14409855262744.0,4671,633072.9098298320,7836,1,62636078,175340847.0,5
1668727,7836,14410267982216.0,4671,624510.3549283160,7836,1,62636078,175341273.0,5
1668727,7836,14410681604848.0,4671,624510.3549283160,7836,1,62636078,175342615.0,5
1668727,7836,14410887922862.0,4671,631230.6136686960,7836,1,62636078,175343377.0,5
1668727,7836,14413066875492.0,4671,918235.0476562910,7836,1,62689573,175347692.0,6
1668727,7836,14413149769034.0,4671,918235.0476562910,7836,1,62689573,175349198.0,6
1668727,7836,14413397868486.0,4671,628888.8590003530,7836,1,62689573,175350196.0,6
1668727,7836,14413481666176.0,4671,634467.2204972400,7836,1,62689573,175351007.0,6
1668727,7836,14413730622392.0,4671,634467.2204972400,7836,1,62689573,175351451.5,6
1668727,7836,14415566959784.0,4671,1216099.342414860,7836,1,62750316,175357079.0,6
1668727,7836,14415843187930.0,4671,1213740.0631700600,7836,1,62762092,175357763.0,6
1668727,7836,14415981810916.0,4671,1217789.3000097200,7836,1,62774002,175358162.0,6
1668727,7836,14416397493010.0,4671,1213984.184902490,7836,1,62785873,175359245.0,6
1668727,7836,14416536005657.0,4671,1217998.97704288,7836,1,62797610,175360039.0,6
1668727,7836,14418607745786.0,4671,1214926.8698549300,7836,1,62868606,175364693.0,6
1668727,7836,14418884090402.0,4671,1214926.8698549300,7836,1,62880373,175365523.0,6
1668727,7836,14419160332458.0,4671,1217056.7369925900,7836,1,62892177,175366489.0,6
1668727,7836,14419436274524.0,4671,1213541.2915436800,7836,1,62903919,175367173.0,6
1668727,7836,14419712465974.0,4671,1213541.2915436800,7836,1,62915617,175367515.0,6
1668727,7836,14421925352700.0,4671,1212888.827640670,7836,1,62998499,175373375.0,6
1668727,7836,14422203950470.0,4671,1221036.9243876500,7836,1,63010260,175374059.0,6
1668727,7836,14422479895200.0,4671,1214444.9223810200,7836,1,63021944,175374743.0,6
1668727,7836,14422757399596.0,4671,1211823.509301410,7836,1,63033799,175375505.0,6
1668727,7836,14423034017498.0,4671,1216122.5157626200,7836,1,63045615,175375904.0,6
1668727,7836,14424875068268.0,4671,1229177.8205831200,7836,1,63139496,175381191.0,6
1668727,7836,14425487252406.0,4671,1242047.888781420,7836,1,63188410,175382067.0,6
1668727,7836,14425693773994.0,4671,1246017.4941051600,7836,1,63237471,175382751.0,6
1668727,7836,14426314575430.0,4671,1246479.7634017300,7836,1,63286445,175383545.0,6
1668727,7836,14426727588080.0,4671,1242802.502860380,7836,1,63335552,175384343.0,6
1668727,7836,14428715410202.0,4671,1227267.4999156700,7836,1,63446765,175389096.0,6
1668727,7836,14428882561102.0,4671,1245888.7199061700,7836,1,63495227,175390395.0,6
1668727,7836,14429045978590.0,4671,1240352.412989330,7836,1,63543513,175390800.5,6
1668727,7836,14429130085638.0,4671,1248206.335767640,7836,1,63591975,175392017.0,6
1668727,7836,14429378436588.0,4671,1248206.335767640,7836,1,63640379,175392974.0,6
1668727,7836,14431032073675.0,4671,1205708.7283120300,7836,1,63746709,175398007.0,6
1668727,7836,14431531135582.0,4671,1208275.5942499100,7836,1,63757910,175398007.0,6
1668727,7836,14431862341710.0,4671,1196535.699577590,7836,1,63769162,175398007.0,6
1668727,7836,14432195208266.0,4671,1207959.893024300,7836,1,63780269,175398007.0,6
1668727,7836,14432526620962.0,4671,1201903.6753935400,7836,1,63791307,175398007.0,6
1668727,7836,14434519381224.0,4671,1210394.431722160,7836,1,63857991,175403061.5,6
1668727,7836,14434852988920.0,4671,1214326.7170780900,7836,1,63869062,175404753.0,6
1668727,7836,14435184242984.0,4671,1199040.8617116200,7836,1,63880219,175405691.0,6
1668727,7836,14435350093848.0,4671,1203961.8466680400,7836,1,63891249,175406821.0,6
1668727,7836,14435848119446.0,4671,1199670.1894992400,7836,1,63902309,175407759.0,6
1668727,7836,14438250051644.0,4671,779675.8777857080,7836,1,63971831,175414296.0,6
1668727,7836,14438663082336.0,4671,649612.9255755920,7836,1,63971831,175414980.0,6
1668727,7836,14439075890520.0,4671,647523.4567895060,7836,1,63971831,175415664.0,6
1668727,7836,14439488518878.0,4671,645806.4555935570,7836,1,63971831,175416348.0,6
1668727,7836,14439903372352.0,4671,652794.5381502030,7836,1,63971831,175416747.0,6
1668727,7836,14442014950424.0,4671,1224069.5969168200,7836,1,64048435,175422048.0,6
1668727,7836,14442427884538.0,4671,1244404.1878724100,7836,1,64097861,175422390.0,6
1668727,7836,14442841561078.0,4671,1247314.1292214600,7836,1,64147324,175423706.0,6
1668727,7836,14443048242780.0,4671,1250213.423431780,7836,1,64196854,175424390.0,6
1668727,7836,14443669356662.0,4671,1250213.423431780,7836,1,64246365,175425188.0,6
1668727,7836,14445736777072.0,4671,1209231.5355314900,7836,1,64353958,175430974.0,6
1668727,7836,14445902713543.0,4671,1219883.089150280,7836,1,64366174,175432628.0,6
1668727,7836,14446400373408.0,4671,1209533.568496780,7836,1,64378476,175433288.0,6
1668727,7836,14446732507222.0,4671,1207946.741470200,7836,1,64390727,175434018.0,6
1668727,7836,14447065787124.0,4671,1215437.7783027000,7836,1,64402894,175434403.0,6
1668727,7835,14448904602126.0,4671,1176957.0285545000,7835,1,64474887,175441250.0,7
1668727,7835,14449495076536.0,4671,647018.3299853170,7835,1,64474887,175442061.0,7
1668727,7835,14449701270257.0,4671,648427.8606401030,7835,1,64474887,175442986.0,7
1668727,7835,14450322140764.0,4671,650148.4226207750,7835,1,64474887,175443430.5,7
1668727,7835,14450735827276.0,4671,650148.4226207750,7835,1,64474887,175444686.0,7
1668728,7836,14452821664016.0,4671,1213719.0677788500,7836,1,64535662,175449739.0,7
1668728,7836,14452987735701.0,4671,1213649.7342575800,7836,1,64547979,175451384.0,7
1668728,7836,14453487350704.0,4671,1218698.8623428500,7836,1,64560161,175451885.5,7
1668728,7836,14453819687314.0,4671,1218698.8623428500,7836,1,64572463,175453198.0,7
1668728,7836,14454151289818.0,4671,1211671.3546746600,7836,1,64584785,175454009.0,7
1668728,7836,14454483286692.0,4671,1216054.2226999600,7836,1,64597005,175454510.5,7
1668728,7836,14456356574840.0,4671,792202.0946188260,7836,1,64661799,175461183.0,7
1668728,7836,14456521394174.0,4671,633512.1280011030,7836,1,64661799,175462358.0,7
1668728,7836,14456689102022.0,4671,633557.4704172890,7836,1,64661799,175463350.0,7
1668728,7836,14456771971074.0,4671,635620.2974875590,7836,1,64661799,175464402.0,7
1668728,7836,14457021229176.0,4671,635620.2974875590,7836,1,64661799,175465340.0,7
1668728,7836,14458686885528.0,4671,1227302.0014687300,7836,1,64742667,175471763.0,7
1668728,7836,14458976280682.0,4671,1246448.660415600,7836,1,64792265,175472652.0,7
1668728,7836,14459140546734.0,4671,1240677.9578012500,7836,1,64841712,175473057.5,7
1668728,7836,14459307851616.0,4671,1240677.9578012500,7836,1,64891393,175474388.0,7
1668728,7836,14459474222294.0,4671,1249907.6858984600,7836,1,64940941,175474820.5,7
1668728,7836,14461323043846.0,4671,1215878.5620418400,7836,1,65044265,175480638.5,7
1668728,7836,14461655007100.0,4671,1212680.9494641900,7836,1,65056600,175482323.0,7
1668728,7836,14461986792962.0,4671,1205869.1796495300,7836,1,65068927,175483407.0,7
1668728,7836,14462319100682.0,4671,1217606.0128082100,7836,1,65081170,175484345.0,7
1668728,7836,14462651685744.0,4671,1212876.4443116100,7836,1,65093449,175485397.0,7
1668728,7835,14464610129922.0,4671,1155712.4284849900,7835,1,65165910,175491047.0,8
1668728,7835,14464610129922.0,4671,1155712.4284849900,7835,1,65165910,175491845.0,8
1668728,7835,14464610129922.0,4671,636215.7086260950,7835,1,65165910,175492529.0,8
1668728,7835,14464610129922.0,4671,636284.8725753470,7835,1,65165910,175493311.0,8
1668728,7835,14464610129922.0,4671,631961.1646119510,7835,1,65165910,175493653.0,8
1668729,7836,14466515554534.0,4671,1208341.4667699400,7836,1,65237080,175500281.0,8
1668729,7836,14466848761050.0,4671,1208341.4667699400,7836,1,65249227,175500965.0,8
1668729,7836,14467014924670.0,4671,1217094.5298608600,7836,1,65261496,175501649.0,8
1668729,7836,14467513316078.0,4671,1211121.1314174800,7836,1,65273712,175502447.0,8
1668729,7836,14467845138582.0,4671,1212153.5758639100,7836,1,65285937,175502828.0,8
1673839,7836,15014302148992.0,3114,1206851.0447403300,7836,1,86262262,177531778.0,4
1673839,7836,15014578347100.0,3114,1214049.5275469100,7836,1,86262262,177532576.0,4
1673839,7836,15014853183760.0,3114,1214049.5275469100,7836,1,86262262,177533260.0,4
1673839,7836,15015129618780.0,3114,1204433.6380328200,7836,1,86262262,177534136.0,4
1673839,7836,15015404511228.0,3114,1204433.6380328200,7836,1,86262262,177534820.0,4
1673839,7836,15017324979000.0,4671,1212970.1334456800,7836,1,86364173,177539308.0,4
1673839,7836,15017600984170.0,3114,1201211.4172321900,7836,1,86438511,177539992.0,4
1673839,7836,15017875942904.0,3114,1209185.3575880700,7836,1,86496151,177540676.0,4
1673839,7836,15018151445026.0,3114,1218659.0730037200,7836,1,86507325,177541474.0,4
1673839,7836,15018426507682.0,3114,1241011.8443003800,7836,1,86550039,177542346.0,4
1673839,7836,15020350451850.0,4671,753467.8661689900,7836,1,86677116,177547008.0,4
1673839,7836,15020625606072.0,3114,753467.8661689900,7836,1,86751689,177547692.0,4
1673839,7836,15020899079506.0,3114,0.0,7836,1,86772866,177548376.0,4
1673839,7836,15021174084492.0,3114,0.0,7836,1,86784068,177549174.0,4
1673839,7836,15021447814344.0,3114,0.0,7836,1,86795232,177549858.0,4
1673839,7836,15023397099990.0,4671,1202545.0055560300,7836,1,86860700,177555158.0,5
1673839,7836,15023809190404.0,4671,651806.5754014870,7836,1,86860700,177556034.0,5
1673839,7836,15024223848460.0,4671,653137.622070192,7836,1,86860700,177556718.0,5
1673839,7836,15024636381364.0,4671,653137.622070192,7836,1,86860700,177557402.0,5
1673839,7836,15025050211400.0,4671,653485.0964464050,7836,1,86860700,177558200.0,5
1673839,7836,15027139174396.0,4671,1208265.1225079900,7836,1,86910556,177563046.0,5
1673839,7836,15027315544234.0,4671,1208265.1225079900,7836,1,86911053,177564347.0,6
1673839,7836,15027480239240.0,4671,652000.3848233170,7836,1,86911053,177565285.0,6
1673839,7836,15027648455652.0,4671,624999.8184700900,7836,1,86911053,177566210.0,6
1673839,7836,15027813109532.0,4671,625871.6419029620,7836,1,86911053,177567209.0,6
1673839,7836,15027979959184.0,4671,625180.0349370090,7836,1,86911053,177567209.0,6
1673839,7836,15029836252368.0,4671,1213681.3863916500,7836,1,86969387,177573066.0,6
1673839,7836,15030111121914.0,4671,1212175.1441015300,7836,1,86979967,177573750.0,6
1673839,7836,15030385219352.0,4671,1205606.640507680,7836,1,86990484,177574626.0,6
1673839,7836,15030657881948.0,4671,1205606.640507680,7836,1,87001064,177575408.0,6
1673839,7836,15030933298482.0,4671,1199290.4459877500,7836,1,87011560,177576092.0,6
1673839,7836,15032849995738.0,4671,1210076.8781407800,7836,1,87075203,177580856.0,6
1673839,7836,15033122862030.0,4671,1204344.1719948500,7836,1,87085779,177581618.0,6
1673839,7836,15033398268860.0,4671,1209199.4742105200,7836,1,87096437,177582302.0,6
1673839,7836,15033671424100.0,4671,1209199.4742105200,7836,1,87107065,177583100.0,6
1673839,7836,15033945476958.0,4671,1201563.904271860,7836,1,87117654,177583784.0,6
1673839,7836,15035865334570.0,4671,1205097.8152029900,7836,1,87180854,177588390.0,6
1673839,7836,15036139579482.0,4671,1210949.5882752800,7836,1,87191445,177589074.0,6
1673839,7836,15036412943672.0,4671,1196678.5072929200,7836,1,87202067,177589758.0,6
1673839,7836,15036688591478.0,4671,1207927.693306130,7836,1,87212762,177590822.0,6
1673839,7836,15036962333252.0,4671,1204123.5562684600,7836,1,87223376,177591506.0,6
1673839,7836,15038899471088.0,4671,1198653.6084256900,7836,1,87290427,177596354.0,6
1673839,7836,15039322292656.0,4671,1203710.174527390,7836,1,87339684,177597230.0,6
1673839,7836,15039735071948.0,4671,1244554.3752844500,7836,1,87389119,177598048.0,6
1673839,7836,15040148330384.0,4671,1244554.3752844500,7836,1,87438554,177598732.0,6
1673839,7836,15040561009088.0,4671,1245240.4653995300,7836,1,87487826,177599530.0,6
1673839,7836,15042846843036.0,4671,1206111.959921430,7836,1,87653416,177605691.0,6
1673839,7836,15043009482850.0,4671,1243950.5030378600,7836,1,87701822,177606556.0,6
1673839,7836,15043173983210.0,4671,1246621.0478982100,7836,1,87750131,177607535.0,6
1673839,7836,15043336280218.0,4671,1249747.0627041300,7836,1,87798586,177608346.0,6
1673839,7836,15043500681740.0,4671,1247114.3827846000,7836,1,87846972,177609157.0,6
1673839,7836,15045373286234.0,4671,1213420.4742377500,7836,1,87934632,177613632.0,6
1673839,7836,15045702175536.0,4671,1213870.3151755000,7836,1,87945255,177613632.0,6
1673839,7836,15046030973972.0,4671,1204272.7033169700,7836,1,87955887,177613632.0,6
1673839,7836,15046361353250.0,4671,1211701.6248963500,7836,1,87966650,177613632.0,6
1673839,7836,15046690104844.0,4671,1211396.2971690100,7836,1,87977441,177613632.0,6
1673839,7836,15048668819322.0,4671,1202120.551098600,7836,1,88041787,177619565.0,6
1673839,7836,15048997535220.0,4671,1211161.7573138200,7836,1,88052564,177620581.0,6
1673839,7836,15049326553864.0,4671,1211161.7573138200,7836,1,88063240,177621633.0,6
1673839,7836,15049657019694.0,4671,1207219.1423131000,7836,1,88073924,177622571.0,6
1673839,7836,15049985920926.0,4671,1204451.5888425900,7836,1,88084639,177623587.0,6
1673839,7836,15051994944872.0,4671,1203936.7469660100,7836,1,88146388,177629073.0,6
1673839,7836,15052409960984.0,4671,1078873.0058748200,7836,1,88146388,177629891.0,6
1673839,7836,15052821792176.0,4671,644243.7781966010,7836,1,88146388,177630689.0,6
1673839,7836,15053235704248.0,4671,640768.32936424,7836,1,88146388,177631373.0,6
1673839,7836,15053648630232.0,4671,645941.1088632230,7836,1,88146388,177632171.0,6
1673839,7836,15055724624770.0,4671,1213264.7646105300,7836,1,88205107,177636837.0,6
1673839,7836,15056149289588.0,4671,1213264.7646105300,7836,1,88253986,177637847.0,6
1673839,7836,15056564414312.0,4671,1248437.6348971400,7836,1,88303111,177638817.0,6
1673839,7836,15056977939940.0,4671,1248416.8964258100,7836,1,88347696,177639501.0,6
1673839,7836,15057390495096.0,4671,1250006.779047540,7836,1,88396655,177640185.0,6
1673839,7836,15057802341364.0,4671,1250006.779047540,7836,1,88445574,177640869.0,6
1673839,7836,15059821850634.0,4671,1210399.4562082000,7836,1,88521081,177647531.0,6
1673839,7836,15060151604980.0,4671,1209340.6125113500,7836,1,88531255,177648191.0,6
1673839,7836,15060480286078.0,4671,1209340.6125113500,7836,1,88541427,177648851.0,6
1673839,7836,15060809367862.0,4671,1199886.3438786100,7836,1,88551631,177649621.0,6
1673839,7836,15061139932628.0,4671,1216957.3665924100,7836,1,88561812,177650281.0,6
